Year,State,County,School_district ,City ,Number_reporting,School,Public/Private,Age,Total_enrolled,Total_complete,Total_exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No_record
2015,NY,ALBANY,,,,,,K12,36349.0,35854,,,34,,,,105,,,36087,,,,,,,,,36086,,36063,,,,,,,,,,,,
2015,NY,ALLEGANY,,,,,,K12,6092.0,5976,,,22,,,,63,,,5994,,,,,,,,,5995,,5996,,,,,,,,,,,,
2015,NY,BROOME,,,,,,K12,24994.0,24555,,,86,,,,102,,,24672,,,,,,,,,24699,,24695,,,,,,,,,,,,
2015,NY,CATTARAUGUS,,,,,,K12,12157.0,12061,,,8,,,,60,,,12074,,,,,,,,,12075,,12076,,,,,,,,,,,,
2015,NY,CAYUGA,,,,,,K12,8910.0,8835,,,11,,,,16,,,8868,,,,,,,,,8876,,8866,,,,,,,,,,,,
2015,NY,CHAUTAUQUA,,,,,,K12,19021.0,18700,,,86,,,,92,,,18778,,,,,,,,,18801,,18813,,,,,,,,,,,,
2015,NY,CHEMUNG,,,,,,K12,11338.0,11270,,,15,,,,36,,,11278,,,,,,,,,11279,,11283,,,,,,,,,,,,
2015,NY,CHENANGO,,,,,,K12,7226.0,7123,,,11,,,,42,,,7146,,,,,,,,,7163,,7167,,,,,,,,,,,,
2015,NY,CLINTON,,,,,,K12,9971.0,9861,,,8,,,,31,,,9913,,,,,,,,,9918,,9901,,,,,,,,,,,,
2015,NY,COLUMBIA,,,,,,K12,7216.0,6868,,,14,,,,91,,,6924,,,,,,,,,7050,,7012,,,,,,,,,,,,
2015,NY,CORTLAND,,,,,,K12,5772.0,5708,,,10,,,,28,,,5726,,,,,,,,,5725,,5728,,,,,,,,,,,,
2015,NY,DELAWARE,,,,,,K12,5592.0,5498,,,13,,,,39,,,5515,,,,,,,,,5527,,5525,,,,,,,,,,,,
2015,NY,DUTCHESS,,,,,,K12,39374.0,38495,,,82,,,,355,,,38778,,,,,,,,,38839,,38768,,,,,,,,,,,,
2015,NY,ERIE,,,,,,K12,112971.0,110116,,,281,,,,582,,,111358,,,,,,,,,111519,,111237,,,,,,,,,,,,
2015,NY,ESSEX,,,,,,K12,3588.0,3509,,,7,,,,9,,,3550,,,,,,,,,3563,,3556,,,,,,,,,,,,
2015,NY,FRANKLIN,,,,,,K12,5822.0,5745,,,6,,,,29,,,5774,,,,,,,,,5777,,5771,,,,,,,,,,,,
2015,NY,FULTON,,,,,,K12,7039.0,6927,,,5,,,,27,,,6970,,,,,,,,,6984,,6981,,,,,,,,,,,,
